Configuration,Episode,Mean Total Reward,Std Dev
Naive DQN (No Target Network),608,57.0,21.0
Naive DQN (No Target Network),609,18.5,1.5
Naive DQN (No Target Network),610,60.5,2.5
Naive DQN (No Target Network),611,28.0,4.0
Naive DQN (No Target Network),612,20.5,7.5
Naive DQN (No Target Network),613,16.5,0.5
Naive DQN (No Target Network),614,23.5,3.5
Naive DQN (No Target Network),615,19.0,3.0
Naive DQN (No Target Network),616,16.0,1.0
Naive DQN (No Target Network),617,21.5,9.5
Naive DQN (No Target Network),618,23.0,11.0
Naive DQN (No Target Network),619,31.5,14.5
Naive DQN (No Target Network),620,26.5,3.5
Naive DQN (No Target Network),621,19.5,1.5
Naive DQN (No Target Network),622,31.5,2.5
Naive DQN (No Target Network),623,24.5,3.5
Naive DQN (No Target Network),624,17.5,2.5
Naive DQN (No Target Network),625,23.5,11.5
Naive DQN (No Target Network),626,12.5,0.5
Naive DQN (No Target Network),627,27.0,12.0
Naive DQN (No Target Network),628,24.5,6.5
Naive DQN (No Target Network),629,30.0,16.0
Naive DQN (No Target Network),630,16.5,3.5
Naive DQN (No Target Network),631,32.5,21.5
Naive DQN (No Target Network),632,40.0,23.0
Naive DQN (No Target Network),633,23.5,5.5
Naive DQN (No Target Network),634,27.5,8.5
Naive DQN (No Target Network),635,29.5,3.5
Naive DQN (No Target Network),636,41.0,11.0
Naive DQN (No Target Network),637,21.5,0.5
Naive DQN (No Target Network),638,45.5,14.5
Naive DQN (No Target Network),639,44.0,3.0
Naive DQN (No Target Network),640,39.0,1.0
Naive DQN (No Target Network),641,73.5,37.5
Naive DQN (No Target Network),642,25.5,0.5
Naive DQN (No Target Network),643,16.5,7.5
Naive DQN (No Target Network),644,42.0,14.0
Naive DQN (No Target Network),645,26.0,13.0
Naive DQN (No Target Network),646,29.0,10.0
Naive DQN (No Target Network),647,34.5,4.5
Naive DQN (No Target Network),648,22.5,4.5
Naive DQN (No Target Network),649,26.0,3.0
Naive DQN (No Target Network),650,57.5,12.5
Naive DQN (No Target Network),651,23.5,0.5
Naive DQN (No Target Network),652,40.0,12.0
Naive DQN (No Target Network),653,29.0,5.0
Naive DQN (No Target Network),654,27.5,9.5
Naive DQN (No Target Network),655,26.0,4.0
Naive DQN (No Target Network),656,46.5,11.5
Naive DQN (No Target Network),657,57.0,29.0
Naive DQN (No Target Network),658,21.0,2.0
Naive DQN (No Target Network),659,21.5,6.5
Naive DQN (No Target Network),660,26.5,7.5
Naive DQN (No Target Network),661,34.0,1.0
Naive DQN (No Target Network),662,50.0,4.0
Naive DQN (No Target Network),663,61.0,13.0
Naive DQN (No Target Network),664,28.5,0.5
Naive DQN (No Target Network),665,25.5,10.5
Naive DQN (No Target Network),666,50.5,20.5
Naive DQN (No Target Network),667,28.0,10.0
Naive DQN (No Target Network),668,30.5,0.5
Naive DQN (No Target Network),669,37.0,10.0
Naive DQN (No Target Network),670,64.0,45.0
Naive DQN (No Target Network),671,27.0,6.0
Naive DQN (No Target Network),672,25.0,1.0
Naive DQN (No Target Network),673,33.5,2.5
Naive DQN (No Target Network),674,39.0,3.0
Naive DQN (No Target Network),675,50.0,24.0
Naive DQN (No Target Network),676,20.5,2.5
Naive DQN (No Target Network),677,24.0,5.0
Naive DQN (No Target Network),678,44.0,8.0
Naive DQN (No Target Network),679,44.0,0.0
Naive DQN (No Target Network),680,46.0,5.0
Naive DQN (No Target Network),681,33.0,4.0
Naive DQN (No Target Network),682,68.5,36.5
Naive DQN (No Target Network),683,35.0,4.0
Naive DQN (No Target Network),684,28.5,0.5
Naive DQN (No Target Network),685,47.0,9.0
Naive DQN (No Target Network),686,31.5,7.5
Naive DQN (No Target Network),687,14.5,4.5
Naive DQN (No Target Network),688,45.0,4.0
Naive DQN (No Target Network),689,29.5,1.5
Naive DQN (No Target Network),690,34.5,3.5
Naive DQN (No Target Network),691,27.0,9.0
Naive DQN (No Target Network),692,33.5,11.5
Naive DQN (No Target Network),693,20.5,0.5
Naive DQN (No Target Network),694,25.0,7.0
Naive DQN (No Target Network),695,43.5,1.5
Naive DQN (No Target Network),696,19.0,4.0
Naive DQN (No Target Network),697,35.5,14.5
Naive DQN (No Target Network),698,45.5,12.5
Naive DQN (No Target Network),699,31.5,8.5
Naive DQN (No Target Network),700,25.5,1.5
Naive DQN (No Target Network),701,31.5,0.5
Naive DQN (No Target Network),702,33.0,5.0
Naive DQN (No Target Network),703,43.5,13.5
Naive DQN (No Target Network),704,33.0,15.0
Naive DQN (No Target Network),705,29.5,3.5
Naive DQN (No Target Network),706,43.0,10.0
Naive DQN (No Target Network),707,42.0,17.0
Naive DQN (No Target Network),708,24.5,0.5
Naive DQN (No Target Network),709,18.0,3.0
Naive DQN (No Target Network),710,36.5,6.5
Naive DQN (No Target Network),711,31.5,2.5
Naive DQN (No Target Network),712,83.0,5.0
Naive DQN (No Target Network),713,26.0,7.0
Naive DQN (No Target Network),714,29.5,4.5
Naive DQN (No Target Network),715,25.0,11.0
Naive DQN (No Target Network),716,26.0,3.0
Naive DQN (No Target Network),717,37.5,2.5
Naive DQN (No Target Network),718,25.5,1.5
Naive DQN (No Target Network),719,33.5,15.5
Naive DQN (No Target Network),720,31.5,15.5
Naive DQN (No Target Network),721,22.0,0.0
Naive DQN (No Target Network),722,36.0,7.0
Naive DQN (No Target Network),723,29.0,1.0
Naive DQN (No Target Network),724,19.0,2.0
Naive DQN (No Target Network),725,28.5,2.5
Naive DQN (No Target Network),726,38.5,18.5
Naive DQN (No Target Network),727,40.0,10.0
Naive DQN (No Target Network),728,20.5,7.5
Naive DQN (No Target Network),729,33.0,13.0
Naive DQN (No Target Network),730,27.0,1.0
Naive DQN (No Target Network),731,24.0,5.0
Naive DQN (No Target Network),732,20.5,1.5
Naive DQN (No Target Network),733,28.5,1.5
Naive DQN (No Target Network),734,30.0,11.0
Naive DQN (No Target Network),735,14.5,4.5
Naive DQN (No Target Network),736,20.0,5.0
Naive DQN (No Target Network),737,72.0,6.0
Naive DQN (No Target Network),738,74.0,29.0
Naive DQN (No Target Network),739,53.0,10.0
Naive DQN (No Target Network),740,67.5,9.5
Naive DQN (No Target Network),741,65.0,32.0
Naive DQN (No Target Network),742,31.0,4.0
Naive DQN (No Target Network),743,58.5,33.5
Naive DQN (No Target Network),744,29.5,0.5
Naive DQN (No Target Network),745,36.5,18.5
Naive DQN (No Target Network),746,26.5,0.5
Naive DQN (No Target Network),747,19.5,2.5
Naive DQN (No Target Network),748,24.0,9.0
Naive DQN (No Target Network),749,17.5,2.5
Naive DQN (No Target Network),750,31.0,3.0
Naive DQN (No Target Network),751,63.5,4.5
Naive DQN (No Target Network),752,54.0,9.0
Naive DQN (No Target Network),753,48.0,6.0
Naive DQN (No Target Network),754,35.5,0.5
Naive DQN (No Target Network),755,37.0,4.0
Naive DQN (No Target Network),756,67.0,20.0
Naive DQN (No Target Network),757,31.0,4.0
Naive DQN (No Target Network),758,19.5,3.5
Naive DQN (No Target Network),759,20.0,2.0
Naive DQN (No Target Network),760,29.0,9.0
Naive DQN (No Target Network),761,37.0,8.0
Naive DQN (No Target Network),762,38.0,1.0
Naive DQN (No Target Network),763,55.5,8.5
Naive DQN (No Target Network),764,24.5,11.5
Naive DQN (No Target Network),765,33.5,9.5
Naive DQN (No Target Network),766,29.5,6.5
Naive DQN (No Target Network),767,28.5,2.5
Naive DQN (No Target Network),768,20.5,5.5
Naive DQN (No Target Network),769,21.0,3.0
Naive DQN (No Target Network),770,27.5,15.5
Naive DQN (No Target Network),771,17.5,3.5
Naive DQN (No Target Network),772,19.5,2.5
Naive DQN (No Target Network),773,15.0,0.0
Naive DQN (No Target Network),774,49.5,20.5
Naive DQN (No Target Network),775,25.5,4.5
Naive DQN (No Target Network),776,51.5,22.5
Naive DQN (No Target Network),777,50.0,7.0
Naive DQN (No Target Network),778,35.0,0.0
Naive DQN (No Target Network),779,34.0,9.0
Naive DQN (No Target Network),780,26.5,0.5
Naive DQN (No Target Network),781,62.5,24.5
Naive DQN (No Target Network),782,65.0,11.0
Naive DQN (No Target Network),783,35.0,5.0
Naive DQN (No Target Network),784,34.0,9.0
Naive DQN (No Target Network),785,40.5,1.5
Naive DQN (No Target Network),786,61.5,10.5
Naive DQN (No Target Network),787,39.5,6.5
Naive DQN (No Target Network),788,40.5,7.5
Naive DQN (No Target Network),789,23.5,0.5
Naive DQN (No Target Network),790,23.5,3.5
Naive DQN (No Target Network),791,29.5,5.5
Naive DQN (No Target Network),792,32.5,2.5
Naive DQN (No Target Network),793,47.0,25.0
Naive DQN (No Target Network),794,40.0,11.0
Naive DQN (No Target Network),795,52.5,34.5
Naive DQN (No Target Network),796,23.5,7.5
Naive DQN (No Target Network),797,45.0,12.0
Naive DQN (No Target Network),798,71.5,55.5
Naive DQN (No Target Network),799,19.0,1.0
Naive DQN (No Target Network),800,47.0,19.0
Naive DQN (No Target Network),801,30.0,13.0
Naive DQN (No Target Network),802,38.5,17.5
Naive DQN (No Target Network),803,24.0,4.0
Naive DQN (No Target Network),804,34.0,6.0
Naive DQN (No Target Network),805,40.0,4.0
Naive DQN (No Target Network),806,64.5,32.5
Naive DQN (No Target Network),807,34.0,12.0
Naive DQN (No Target Network),808,36.5,3.5
Naive DQN (No Target Network),809,45.0,10.0
Naive DQN (No Target Network),810,32.0,3.0
Naive DQN (No Target Network),811,20.5,9.5
Naive DQN (No Target Network),812,19.5,2.5
Naive DQN (No Target Network),813,23.5,11.5
Naive DQN (No Target Network),814,22.0,1.0
Naive DQN (No Target Network),815,17.5,1.5
Naive DQN (No Target Network),816,19.0,1.0
Naive DQN (No Target Network),817,39.5,20.5
Naive DQN (No Target Network),818,37.0,13.0
Naive DQN (No Target Network),819,28.5,2.5
Naive DQN (No Target Network),820,27.0,6.0
Naive DQN (No Target Network),821,41.0,16.0
Naive DQN (No Target Network),822,16.0,1.0
Naive DQN (No Target Network),823,48.0,23.0
Naive DQN (No Target Network),824,39.5,15.5
Naive DQN (No Target Network),825,67.0,45.0
Naive DQN (No Target Network),826,33.5,8.5
Naive DQN (No Target Network),827,26.0,3.0
Naive DQN (No Target Network),828,43.5,2.5
Naive DQN (No Target Network),829,33.0,10.0
Naive DQN (No Target Network),830,35.0,5.0
Naive DQN (No Target Network),831,62.5,32.5
Naive DQN (No Target Network),832,83.0,42.0
Naive DQN (No Target Network),833,47.5,4.5
Naive DQN (No Target Network),834,31.5,9.5
Naive DQN (No Target Network),835,28.0,1.0
Naive DQN (No Target Network),836,41.0,13.0
Naive DQN (No Target Network),837,47.0,8.0
Naive DQN (No Target Network),838,60.5,28.5
Naive DQN (No Target Network),839,39.0,11.0
Naive DQN (No Target Network),840,38.0,3.0
Naive DQN (No Target Network),841,37.5,11.5
Naive DQN (No Target Network),842,42.5,18.5
Naive DQN (No Target Network),843,32.0,7.0
Naive DQN (No Target Network),844,38.0,19.0
Naive DQN (No Target Network),845,26.5,3.5
Naive DQN (No Target Network),846,28.0,9.0
Naive DQN (No Target Network),847,33.0,11.0
Naive DQN (No Target Network),848,33.0,15.0
Naive DQN (No Target Network),849,28.0,1.0
Naive DQN (No Target Network),850,19.5,6.5
Naive DQN (No Target Network),851,36.0,9.0
Naive DQN (No Target Network),852,42.5,28.5
Naive DQN (No Target Network),853,27.0,7.0
Naive DQN (No Target Network),854,26.0,4.0
Naive DQN (No Target Network),855,19.0,0.0
Naive DQN (No Target Network),856,20.0,3.0
Naive DQN (No Target Network),857,17.5,2.5
Naive DQN (No Target Network),858,15.5,3.5
Naive DQN (No Target Network),859,21.5,2.5
Naive DQN (No Target Network),860,15.5,0.5
Naive DQN (No Target Network),861,21.5,0.5
Naive DQN (No Target Network),862,44.5,20.5
Naive DQN (No Target Network),863,14.5,0.5
Naive DQN (No Target Network),864,19.5,3.5
Naive DQN (No Target Network),865,20.5,4.5
Naive DQN (No Target Network),866,31.5,4.5
Naive DQN (No Target Network),867,30.5,1.5
Naive DQN (No Target Network),868,33.0,7.0
Naive DQN (No Target Network),869,50.0,18.0
Naive DQN (No Target Network),870,68.0,29.0
Naive DQN (No Target Network),871,48.5,20.5
Naive DQN (No Target Network),872,31.0,2.0
Naive DQN (No Target Network),873,35.5,11.5
Naive DQN (No Target Network),874,32.5,7.5
Naive DQN (No Target Network),875,41.0,16.0
Naive DQN (No Target Network),876,30.0,4.0
Naive DQN (No Target Network),877,43.5,0.5
Naive DQN (No Target Network),878,41.0,10.0
Naive DQN (No Target Network),879,34.0,4.0
Naive DQN (No Target Network),880,43.0,26.0
Naive DQN (No Target Network),881,45.0,4.0
Naive DQN (No Target Network),882,51.0,5.0
Naive DQN (No Target Network),883,38.0,4.0
Naive DQN (No Target Network),884,73.0,10.0
Naive DQN (No Target Network),885,31.5,17.5
Naive DQN (No Target Network),886,35.0,11.0
Naive DQN (No Target Network),887,46.5,14.5
Naive DQN (No Target Network),888,41.0,8.0
Naive DQN (No Target Network),889,27.5,8.5
Naive DQN (No Target Network),890,33.5,9.5
Naive DQN (No Target Network),891,17.0,2.0
Naive DQN (No Target Network),892,29.0,8.0
Naive DQN (No Target Network),893,38.0,9.0
Naive DQN (No Target Network),894,74.0,44.0
Naive DQN (No Target Network),895,35.0,10.0
Naive DQN (No Target Network),896,70.0,5.0
Naive DQN (No Target Network),897,20.0,2.0
Naive DQN (No Target Network),898,34.0,1.0
Naive DQN (No Target Network),899,32.0,5.0
Naive DQN (No Target Network),900,42.5,19.5
Naive DQN (No Target Network),901,25.0,3.0
Naive DQN (No Target Network),902,37.5,2.5
Naive DQN (No Target Network),903,21.5,2.5
Naive DQN (No Target Network),904,33.0,8.0
Naive DQN (No Target Network),905,25.5,3.5
Naive DQN (No Target Network),906,35.0,11.0
Naive DQN (No Target Network),907,29.5,0.5
Naive DQN (No Target Network),908,50.0,30.0
Naive DQN (No Target Network),909,36.5,17.5
Naive DQN (No Target Network),910,17.5,2.5
Naive DQN (No Target Network),911,35.0,6.0
Naive DQN (No Target Network),912,42.0,5.0
Naive DQN (No Target Network),913,22.5,1.5
Naive DQN (No Target Network),914,63.0,4.0
Naive DQN (No Target Network),915,30.0,1.0
Naive DQN (No Target Network),916,88.0,64.0
Naive DQN (No Target Network),917,30.5,8.5
Naive DQN (No Target Network),918,54.5,25.5
Naive DQN (No Target Network),919,78.5,14.5
Naive DQN (No Target Network),920,41.0,16.0
Naive DQN (No Target Network),921,62.0,26.0
Naive DQN (No Target Network),922,34.5,9.5
Naive DQN (No Target Network),923,56.5,14.5
Naive DQN (No Target Network),924,33.5,14.5
Naive DQN (No Target Network),925,52.5,7.5
Naive DQN (No Target Network),926,22.0,5.0
Naive DQN (No Target Network),927,47.0,25.0
Naive DQN (No Target Network),928,24.5,5.5
Naive DQN (No Target Network),929,29.5,3.5
Naive DQN (No Target Network),930,29.5,9.5
Naive DQN (No Target Network),931,23.5,1.5
Naive DQN (No Target Network),932,22.5,6.5
Naive DQN (No Target Network),933,26.5,3.5
Naive DQN (No Target Network),934,19.0,1.0
Naive DQN (No Target Network),935,24.5,7.5
Naive DQN (No Target Network),936,32.0,6.0
Naive DQN (No Target Network),937,27.5,10.5
Naive DQN (No Target Network),938,31.5,2.5
Naive DQN (No Target Network),939,50.0,18.0
Naive DQN (No Target Network),940,39.0,4.0
Naive DQN (No Target Network),941,26.0,8.0
Naive DQN (No Target Network),942,27.0,1.0
Naive DQN (No Target Network),943,38.5,7.5
Naive DQN (No Target Network),944,69.0,9.0
Naive DQN (No Target Network),945,30.0,2.0
Naive DQN (No Target Network),946,40.5,16.5
Naive DQN (No Target Network),947,21.5,3.5
Naive DQN (No Target Network),948,17.0,0.0
Naive DQN (No Target Network),949,29.5,6.5
Naive DQN (No Target Network),950,43.0,18.0
Naive DQN (No Target Network),951,42.5,13.5
Naive DQN (No Target Network),952,79.5,19.5
Naive DQN (No Target Network),953,60.5,4.5
Naive DQN (No Target Network),954,50.5,19.5
Naive DQN (No Target Network),955,44.5,0.5
Naive DQN (No Target Network),956,30.0,7.0
Naive DQN (No Target Network),957,34.5,14.5
Naive DQN (No Target Network),958,32.5,14.5
Naive DQN (No Target Network),959,33.5,9.5
Naive DQN (No Target Network),960,29.5,14.5
Naive DQN (No Target Network),961,27.0,3.0
Naive DQN (No Target Network),962,24.0,2.0
Naive DQN (No Target Network),963,19.0,3.0
Naive DQN (No Target Network),964,20.0,1.0
Naive DQN (No Target Network),965,29.5,6.5
Naive DQN (No Target Network),966,31.5,4.5
Naive DQN (No Target Network),967,23.0,2.0
Naive DQN (No Target Network),968,20.5,1.5
Naive DQN (No Target Network),969,25.5,3.5
Naive DQN (No Target Network),970,45.0,12.0
Naive DQN (No Target Network),971,51.0,9.0
Naive DQN (No Target Network),972,68.0,20.0
Naive DQN (No Target Network),973,42.5,20.5
Naive DQN (No Target Network),974,45.0,12.0
Naive DQN (No Target Network),975,59.0,18.0
Naive DQN (No Target Network),976,41.5,14.5
Naive DQN (No Target Network),977,40.5,9.5
Naive DQN (No Target Network),978,47.5,19.5
Naive DQN (No Target Network),979,33.5,4.5
Naive DQN (No Target Network),980,36.5,8.5
Naive DQN (No Target Network),981,63.5,13.5
Naive DQN (No Target Network),982,59.5,14.5
Naive DQN (No Target Network),983,54.0,9.0
Naive DQN (No Target Network),984,38.5,5.5
Naive DQN (No Target Network),985,39.0,6.0
Naive DQN (No Target Network),986,33.0,5.0
Naive DQN (No Target Network),987,21.5,1.5
Naive DQN (No Target Network),988,23.5,1.5
Naive DQN (No Target Network),989,34.0,3.0
Naive DQN (No Target Network),990,35.0,0.0
Naive DQN (No Target Network),991,25.0,0.0
Naive DQN (No Target Network),992,22.5,1.5
Naive DQN (No Target Network),993,33.0,0.0
Naive DQN (No Target Network),994,29.0,0.0
Naive DQN (No Target Network),995,61.5,35.5
Naive DQN (No Target Network),996,33.5,4.5
Naive DQN (No Target Network),997,62.0,8.0
Naive DQN (No Target Network),998,63.5,9.5
Naive DQN (No Target Network),999,43.0,5.0
Naive DQN (No Target Network),1000,33.5,4.5
Naive DQN (No Target Network),1001,44.5,22.5
Naive DQN (No Target Network),1002,64.0,7.0
Naive DQN (No Target Network),1003,25.0,5.0
Naive DQN (No Target Network),1004,23.5,10.5
Naive DQN (No Target Network),1005,38.5,16.5
Naive DQN (No Target Network),1006,41.0,23.0
Naive DQN (No Target Network),1007,28.0,11.0
Naive DQN (No Target Network),1008,39.0,22.0
Naive DQN (No Target Network),1009,48.5,8.5
Naive DQN (No Target Network),1010,40.5,7.5
Naive DQN (No Target Network),1011,24.5,2.5
Naive DQN (No Target Network),1012,42.5,4.5
Naive DQN (No Target Network),1013,22.0,6.0
Naive DQN (No Target Network),1014,58.0,9.0
Naive DQN (No Target Network),1015,62.5,9.5
Naive DQN (No Target Network),1016,20.5,0.5
Naive DQN (No Target Network),1017,49.5,11.5
Naive DQN (No Target Network),1018,49.0,10.0
Naive DQN (No Target Network),1019,64.5,4.5
Naive DQN (No Target Network),1020,46.0,5.0
Naive DQN (No Target Network),1021,71.5,48.5
Naive DQN (No Target Network),1022,39.5,13.5
Naive DQN (No Target Network),1023,26.0,4.0
Naive DQN (No Target Network),1024,42.0,17.0
Naive DQN (No Target Network),1025,43.0,18.0
Naive DQN (No Target Network),1026,46.5,14.5
Naive DQN (No Target Network),1027,36.5,3.5
Naive DQN (No Target Network),1028,36.0,6.0
Naive DQN (No Target Network),1029,38.5,7.5
Naive DQN (No Target Network),1030,40.0,6.0
Naive DQN (No Target Network),1031,60.5,6.5
Naive DQN (No Target Network),1032,50.0,23.0
Naive DQN (No Target Network),1033,35.0,2.0
Naive DQN (No Target Network),1034,50.5,20.5
Naive DQN (No Target Network),1035,77.5,41.5
Naive DQN (No Target Network),1036,36.5,2.5
Naive DQN (No Target Network),1037,25.0,2.0
Naive DQN (No Target Network),1038,30.0,10.0
Naive DQN (No Target Network),1039,21.0,4.0
Naive DQN (No Target Network),1040,30.5,12.5
Naive DQN (No Target Network),1041,46.0,22.0
Naive DQN (No Target Network),1042,18.5,6.5
Naive DQN (No Target Network),1043,29.0,10.0
Naive DQN (No Target Network),1044,38.0,13.0
Naive DQN (No Target Network),1045,25.5,5.5
Naive DQN (No Target Network),1046,22.5,3.5
Naive DQN (No Target Network),1047,48.5,28.5
Naive DQN (No Target Network),1048,48.5,16.5
Naive DQN (No Target Network),1049,47.5,9.5
Naive DQN (No Target Network),1050,54.5,32.5
Naive DQN (No Target Network),1051,30.0,4.0
Naive DQN (No Target Network),1052,40.5,2.5
Naive DQN (No Target Network),1053,32.0,4.0
Naive DQN (No Target Network),1054,32.5,1.5
Naive DQN (No Target Network),1055,65.0,27.0
Naive DQN (No Target Network),1056,58.0,1.0
Naive DQN (No Target Network),1057,46.0,17.0
Naive DQN (No Target Network),1058,35.5,11.5
Naive DQN (No Target Network),1059,34.5,1.5
Naive DQN (No Target Network),1060,38.0,22.0
Naive DQN (No Target Network),1061,32.0,4.0
Naive DQN (No Target Network),1062,27.5,4.5
Naive DQN (No Target Network),1063,36.0,4.0
Naive DQN (No Target Network),1064,25.5,2.5
Naive DQN (No Target Network),1065,26.5,1.5
Naive DQN (No Target Network),1066,25.5,5.5
Naive DQN (No Target Network),1067,18.5,2.5
Naive DQN (No Target Network),1068,30.0,4.0
Naive DQN (No Target Network),1069,36.5,8.5
Naive DQN (No Target Network),1070,39.0,12.0
Naive DQN (No Target Network),1071,65.5,46.5
Naive DQN (No Target Network),1072,39.5,24.5
Naive DQN (No Target Network),1073,31.0,12.0
Naive DQN (No Target Network),1074,14.5,2.5
Naive DQN (No Target Network),1075,22.5,6.5
Naive DQN (No Target Network),1076,29.0,5.0
Naive DQN (No Target Network),1077,17.0,5.0
Naive DQN (No Target Network),1078,14.5,2.5
Naive DQN (No Target Network),1079,23.0,8.0
Naive DQN (No Target Network),1080,26.5,9.5
Naive DQN (No Target Network),1081,19.5,1.5
Naive DQN (No Target Network),1082,17.0,1.0
Naive DQN (No Target Network),1083,22.5,2.5
Naive DQN (No Target Network),1084,24.0,8.0
Naive DQN (No Target Network),1085,28.0,10.0
Naive DQN (No Target Network),1086,35.5,14.5
Naive DQN (No Target Network),1087,54.5,31.5
Naive DQN (No Target Network),1088,33.0,3.0
Naive DQN (No Target Network),1089,78.5,44.5
Naive DQN (No Target Network),1090,42.5,11.5
Naive DQN (No Target Network),1091,45.0,1.0
Naive DQN (No Target Network),1092,68.0,33.0
Naive DQN (No Target Network),1093,26.5,4.5
Naive DQN (No Target Network),1094,77.0,3.0
Naive DQN (No Target Network),1095,63.0,36.0
Naive DQN (No Target Network),1096,36.0,16.0
Naive DQN (No Target Network),1097,43.5,26.5
Naive DQN (No Target Network),1098,70.5,1.5
Naive DQN (No Target Network),1099,33.5,17.5
Naive DQN (No Target Network),1100,110.0,5.0
Naive DQN (No Target Network),1101,78.0,46.0
Naive DQN (No Target Network),1102,51.5,11.5
Naive DQN (No Target Network),1103,59.0,29.0
Naive DQN (No Target Network),1104,26.5,4.5
Naive DQN (No Target Network),1105,46.0,6.0
Naive DQN (No Target Network),1106,79.0,3.0
Naive DQN (No Target Network),1107,63.0,3.0
Naive DQN (No Target Network),1108,58.0,21.0
Naive DQN (No Target Network),1109,51.0,17.0
Naive DQN (No Target Network),1110,47.5,7.5
Naive DQN (No Target Network),1111,69.5,37.5
Naive DQN (No Target Network),1112,55.5,15.5
Naive DQN (No Target Network),1113,68.0,3.0
Naive DQN (No Target Network),1114,94.5,1.5
Naive DQN (No Target Network),1115,55.0,16.0
Naive DQN (No Target Network),1116,121.5,10.5
Naive DQN (No Target Network),1117,48.5,3.5
Naive DQN (No Target Network),1118,92.0,34.0
Naive DQN (No Target Network),1119,66.0,5.0
Naive DQN (No Target Network),1120,62.5,8.5
Naive DQN (No Target Network),1121,79.5,7.5
Naive DQN (No Target Network),1122,69.0,32.0
Naive DQN (No Target Network),1123,33.5,1.5
Naive DQN (No Target Network),1124,46.0,6.0
Naive DQN (No Target Network),1125,37.0,4.0
Naive DQN (No Target Network),1126,36.5,0.5
Naive DQN (No Target Network),1127,53.0,21.0
Naive DQN (No Target Network),1128,34.0,8.0
Naive DQN (No Target Network),1129,36.5,10.5
Naive DQN (No Target Network),1130,26.0,4.0
Naive DQN (No Target Network),1131,39.5,24.5
Naive DQN (No Target Network),1132,38.5,21.5
Naive DQN (No Target Network),1133,19.0,3.0
Naive DQN (No Target Network),1134,20.0,8.0
Naive DQN (No Target Network),1135,21.5,9.5
Naive DQN (No Target Network),1136,24.5,11.5
Naive DQN (No Target Network),1137,43.5,26.5
Naive DQN (No Target Network),1138,62.0,47.0
Naive DQN (No Target Network),1139,56.5,25.5
Naive DQN (No Target Network),1140,39.5,10.5
Naive DQN (No Target Network),1141,47.0,22.0
Naive DQN (No Target Network),1142,74.0,44.0
Naive DQN (No Target Network),1143,60.5,11.5
Naive DQN (No Target Network),1144,72.0,46.0
Naive DQN (No Target Network),1145,27.0,2.0
Naive DQN (No Target Network),1146,19.5,2.5
Naive DQN (No Target Network),1147,35.0,11.0
Naive DQN (No Target Network),1148,35.5,16.5
Naive DQN (No Target Network),1149,32.0,16.0
Naive DQN (No Target Network),1150,38.0,15.0
Naive DQN (No Target Network),1151,70.0,49.0
Naive DQN (No Target Network),1152,62.5,37.5
Naive DQN (No Target Network),1153,55.5,26.5
Naive DQN (No Target Network),1154,98.5,45.5
Naive DQN (No Target Network),1155,147.0,53.0
Naive DQN (No Target Network),1156,94.5,7.5
Naive DQN (No Target Network),1157,51.0,16.0
Naive DQN (No Target Network),1158,101.0,65.0
Naive DQN (No Target Network),1159,43.5,20.5
Naive DQN (No Target Network),1160,99.5,63.5
Naive DQN (No Target Network),1161,57.0,10.0
Naive DQN (No Target Network),1162,120.0,80.0
Naive DQN (No Target Network),1163,54.0,25.0
Naive DQN (No Target Network),1164,33.0,4.0
Naive DQN (No Target Network),1165,87.5,67.5
Naive DQN (No Target Network),1166,25.5,8.5
Naive DQN (No Target Network),1167,24.5,4.5
Naive DQN (No Target Network),1168,24.0,5.0
Naive DQN (No Target Network),1169,20.5,0.5
Naive DQN (No Target Network),1170,27.0,9.0
Naive DQN (No Target Network),1171,39.5,15.5
Naive DQN (No Target Network),1172,88.0,46.0
Naive DQN (No Target Network),1173,39.0,8.0
Naive DQN (No Target Network),1174,86.0,57.0
Naive DQN (No Target Network),1175,123.0,77.0
Naive DQN (No Target Network),1176,39.0,19.0
Naive DQN (No Target Network),1177,58.0,23.0
Naive DQN (No Target Network),1178,43.0,14.0
Naive DQN (No Target Network),1179,44.0,13.0
Naive DQN (No Target Network),1180,39.0,19.0
Naive DQN (No Target Network),1181,61.0,2.0
Naive DQN (No Target Network),1182,113.5,42.5
Naive DQN (No Target Network),1183,99.0,78.0
Naive DQN (No Target Network),1184,27.0,1.0
Naive DQN (No Target Network),1185,75.0,52.0
Naive DQN (No Target Network),1186,50.5,20.5
Naive DQN (No Target Network),1187,57.5,30.5
Naive DQN (No Target Network),1188,50.0,17.0
Naive DQN (No Target Network),1189,70.5,38.5
Naive DQN (No Target Network),1190,32.0,1.0
Naive DQN (No Target Network),1191,35.0,10.0
Naive DQN (No Target Network),1192,55.0,30.0
Naive DQN (No Target Network),1193,26.5,0.5
Naive DQN (No Target Network),1194,25.5,2.5
Naive DQN (No Target Network),1195,42.0,0.0
Naive DQN (No Target Network),1196,41.0,12.0
Naive DQN (No Target Network),1197,61.0,18.0
Naive DQN (No Target Network),1198,67.0,36.0
Naive DQN (No Target Network),1199,70.0,15.0
Naive DQN (No Target Network),1200,67.0,21.0
Naive DQN (No Target Network),1201,72.5,23.5
Naive DQN (No Target Network),1202,110.5,76.5
Naive DQN (No Target Network),1203,94.5,43.5
Naive DQN (No Target Network),1204,31.0,6.0
Naive DQN (No Target Network),1205,45.0,2.0
