Network Size,Total Steps,Average Reward
Large (128-128-128-3),57849,200.0
Large (128-128-128-3),58049,200.0
Large (128-128-128-3),58173,124.0
Large (128-128-128-3),58234,61.0
Large (128-128-128-3),58434,200.0
Large (128-128-128-3),58447,13.0
Large (128-128-128-3),58466,19.0
Large (128-128-128-3),58666,200.0
Large (128-128-128-3),58813,147.0
Large (128-128-128-3),59013,200.0
Large (128-128-128-3),59055,42.0
Large (128-128-128-3),59255,200.0
Large (128-128-128-3),59407,152.0
Large (128-128-128-3),59607,200.0
Large (128-128-128-3),59807,200.0
Large (128-128-128-3),59823,16.0
Large (128-128-128-3),59880,57.0
Large (128-128-128-3),59937,57.0
Large (128-128-128-3),60137,200.0
Large (128-128-128-3),60337,200.0
Large (128-128-128-3),60537,200.0
Large (128-128-128-3),60644,107.0
Large (128-128-128-3),60657,13.0
Large (128-128-128-3),60857,200.0
Large (128-128-128-3),60990,133.0
Large (128-128-128-3),61033,43.0
Large (128-128-128-3),61084,51.0
Large (128-128-128-3),61284,200.0
Large (128-128-128-3),61484,200.0
Large (128-128-128-3),61500,16.0
Large (128-128-128-3),61518,18.0
Large (128-128-128-3),61718,200.0
Large (128-128-128-3),61815,97.0
Large (128-128-128-3),62015,200.0
Large (128-128-128-3),62215,200.0
Large (128-128-128-3),62256,41.0
Large (128-128-128-3),62456,200.0
Large (128-128-128-3),62478,22.0
Large (128-128-128-3),62678,200.0
Large (128-128-128-3),62878,200.0
Large (128-128-128-3),63027,149.0
Large (128-128-128-3),63046,19.0
Large (128-128-128-3),63246,200.0
Large (128-128-128-3),63446,200.0
Large (128-128-128-3),63646,200.0
Large (128-128-128-3),63665,19.0
Large (128-128-128-3),63684,19.0
Large (128-128-128-3),63772,88.0
Large (128-128-128-3),63877,105.0
Large (128-128-128-3),63958,81.0
Large (128-128-128-3),64158,200.0
Large (128-128-128-3),64194,36.0
Large (128-128-128-3),64394,200.0
Large (128-128-128-3),64594,200.0
Large (128-128-128-3),64794,200.0
Large (128-128-128-3),64839,45.0
Large (128-128-128-3),64910,71.0
Large (128-128-128-3),65110,200.0
Large (128-128-128-3),65228,118.0
Large (128-128-128-3),65407,179.0
Large (128-128-128-3),65607,200.0
Large (128-128-128-3),65793,186.0
Large (128-128-128-3),65859,66.0
Large (128-128-128-3),65878,19.0
Large (128-128-128-3),66078,200.0
Large (128-128-128-3),66278,200.0
Large (128-128-128-3),66478,200.0
Large (128-128-128-3),66506,28.0
Large (128-128-128-3),66569,63.0
Large (128-128-128-3),66769,200.0
Large (128-128-128-3),66969,200.0
Large (128-128-128-3),67169,200.0
Large (128-128-128-3),67369,200.0
Large (128-128-128-3),67384,15.0
Large (128-128-128-3),67584,200.0
Large (128-128-128-3),67617,33.0
Large (128-128-128-3),67817,200.0
Large (128-128-128-3),68017,200.0
Large (128-128-128-3),68217,200.0
Large (128-128-128-3),68417,200.0
Large (128-128-128-3),68617,200.0
Large (128-128-128-3),68690,73.0
Large (128-128-128-3),68705,15.0
Large (128-128-128-3),68905,200.0
Large (128-128-128-3),69105,200.0
Large (128-128-128-3),69133,28.0
Large (128-128-128-3),69333,200.0
Large (128-128-128-3),69355,22.0
Large (128-128-128-3),69533,178.0
Large (128-128-128-3),69544,11.0
Large (128-128-128-3),69744,200.0
Large (128-128-128-3),69760,16.0
Large (128-128-128-3),69960,200.0
Large (128-128-128-3),69976,16.0
Large (128-128-128-3),70176,200.0
Large (128-128-128-3),70376,200.0
Large (128-128-128-3),70398,22.0
Large (128-128-128-3),70554,156.0
Large (128-128-128-3),70658,104.0
Large (128-128-128-3),70675,17.0
Large (128-128-128-3),70875,200.0
Large (128-128-128-3),71075,200.0
Large (128-128-128-3),71128,53.0
Large (128-128-128-3),71328,200.0
Large (128-128-128-3),71528,200.0
Large (128-128-128-3),71728,200.0
Large (128-128-128-3),71740,12.0
Large (128-128-128-3),71940,200.0
Large (128-128-128-3),72140,200.0
Large (128-128-128-3),72340,200.0
Large (128-128-128-3),72377,37.0
Large (128-128-128-3),72577,200.0
Large (128-128-128-3),72777,200.0
Large (128-128-128-3),72790,13.0
Large (128-128-128-3),72909,119.0
Large (128-128-128-3),73109,200.0
Large (128-128-128-3),73172,63.0
Large (128-128-128-3),73217,45.0
Large (128-128-128-3),73363,146.0
Large (128-128-128-3),73563,200.0
Large (128-128-128-3),73763,200.0
Large (128-128-128-3),73844,81.0
Large (128-128-128-3),74044,200.0
Large (128-128-128-3),74244,200.0
Large (128-128-128-3),74444,200.0
Large (128-128-128-3),74644,200.0
Large (128-128-128-3),74801,157.0
Large (128-128-128-3),75001,200.0
Large (128-128-128-3),75068,67.0
Large (128-128-128-3),75268,200.0
Large (128-128-128-3),75468,200.0
Large (128-128-128-3),75614,146.0
Large (128-128-128-3),75625,11.0
Large (128-128-128-3),75639,14.0
Large (128-128-128-3),75706,67.0
Large (128-128-128-3),75856,150.0
Large (128-128-128-3),75889,33.0
Large (128-128-128-3),76089,200.0
Large (128-128-128-3),76101,12.0
Large (128-128-128-3),76301,200.0
Large (128-128-128-3),76501,200.0
Large (128-128-128-3),76701,200.0
Large (128-128-128-3),76901,200.0
Large (128-128-128-3),77101,200.0
Large (128-128-128-3),77301,200.0
Large (128-128-128-3),77351,50.0
Large (128-128-128-3),77551,200.0
Large (128-128-128-3),77751,200.0
Large (128-128-128-3),77951,200.0
Large (128-128-128-3),78124,173.0
Large (128-128-128-3),78324,200.0
Large (128-128-128-3),78434,110.0
Large (128-128-128-3),78449,15.0
Large (128-128-128-3),78649,200.0
Large (128-128-128-3),78849,200.0
Large (128-128-128-3),79049,200.0
Large (128-128-128-3),79249,200.0
Large (128-128-128-3),79314,65.0
Large (128-128-128-3),79514,200.0
Large (128-128-128-3),79714,200.0
Large (128-128-128-3),79914,200.0
Large (128-128-128-3),79938,24.0
Large (128-128-128-3),80090,152.0
Large (128-128-128-3),80108,18.0
Large (128-128-128-3),80308,200.0
Large (128-128-128-3),80508,200.0
Large (128-128-128-3),80708,200.0
Large (128-128-128-3),80908,200.0
Large (128-128-128-3),81108,200.0
Large (128-128-128-3),81215,107.0
Large (128-128-128-3),81340,125.0
Large (128-128-128-3),81540,200.0
Large (128-128-128-3),81740,200.0
Large (128-128-128-3),81940,200.0
Large (128-128-128-3),82007,67.0
Large (128-128-128-3),82126,119.0
Large (128-128-128-3),82138,12.0
Large (128-128-128-3),82155,17.0
Large (128-128-128-3),82355,200.0
Large (128-128-128-3),82555,200.0
Large (128-128-128-3),82755,200.0
Large (128-128-128-3),82857,102.0
Large (128-128-128-3),83057,200.0
Large (128-128-128-3),83257,200.0
Large (128-128-128-3),83273,16.0
Large (128-128-128-3),83473,200.0
Large (128-128-128-3),83485,12.0
Large (128-128-128-3),83685,200.0
Large (128-128-128-3),83879,194.0
Large (128-128-128-3),83936,57.0
Large (128-128-128-3),84073,137.0
Large (128-128-128-3),84273,200.0
Large (128-128-128-3),84473,200.0
Large (128-128-128-3),84673,200.0
Large (128-128-128-3),84873,200.0
Large (128-128-128-3),84990,117.0
Large (128-128-128-3),85190,200.0
Large (128-128-128-3),85277,87.0
Large (128-128-128-3),85477,200.0
Large (128-128-128-3),85677,200.0
Large (128-128-128-3),85695,18.0
Large (128-128-128-3),85887,192.0
Large (128-128-128-3),86087,200.0
Large (128-128-128-3),86287,200.0
Large (128-128-128-3),86392,105.0
Large (128-128-128-3),86487,95.0
Large (128-128-128-3),86687,200.0
Large (128-128-128-3),86887,200.0
Large (128-128-128-3),87087,200.0
Large (128-128-128-3),87168,81.0
Large (128-128-128-3),87368,200.0
Large (128-128-128-3),87382,14.0
Large (128-128-128-3),87439,57.0
Large (128-128-128-3),87520,81.0
Large (128-128-128-3),87720,200.0
Large (128-128-128-3),87875,155.0
Large (128-128-128-3),88075,200.0
Large (128-128-128-3),88275,200.0
Large (128-128-128-3),88475,200.0
Large (128-128-128-3),88675,200.0
Large (128-128-128-3),88828,153.0
Large (128-128-128-3),88962,134.0
Large (128-128-128-3),89162,200.0
Large (128-128-128-3),89362,200.0
Large (128-128-128-3),89562,200.0
Large (128-128-128-3),89762,200.0
Large (128-128-128-3),89962,200.0
Large (128-128-128-3),90162,200.0
Large (128-128-128-3),90362,200.0
Large (128-128-128-3),90562,200.0
Large (128-128-128-3),90678,116.0
Large (128-128-128-3),90832,154.0
Large (128-128-128-3),90850,18.0
Large (128-128-128-3),91050,200.0
Large (128-128-128-3),91250,200.0
Large (128-128-128-3),91405,155.0
Large (128-128-128-3),91605,200.0
Large (128-128-128-3),91805,200.0
Large (128-128-128-3),91818,13.0
Large (128-128-128-3),91867,49.0
Large (128-128-128-3),92067,200.0
Large (128-128-128-3),92267,200.0
Large (128-128-128-3),92467,200.0
Large (128-128-128-3),92667,200.0
Large (128-128-128-3),92867,200.0
Large (128-128-128-3),93006,139.0
Large (128-128-128-3),93206,200.0
Large (128-128-128-3),93406,200.0
Large (128-128-128-3),93585,179.0
Large (128-128-128-3),93785,200.0
Large (128-128-128-3),93985,200.0
Large (128-128-128-3),94058,73.0
Large (128-128-128-3),94091,33.0
Large (128-128-128-3),94114,23.0
Large (128-128-128-3),94314,200.0
Large (128-128-128-3),94420,106.0
Large (128-128-128-3),94490,70.0
Large (128-128-128-3),94690,200.0
Large (128-128-128-3),94831,141.0
Large (128-128-128-3),94848,17.0
Large (128-128-128-3),95048,200.0
Large (128-128-128-3),95248,200.0
Large (128-128-128-3),95261,13.0
Large (128-128-128-3),95315,54.0
Large (128-128-128-3),95515,200.0
Large (128-128-128-3),95535,20.0
Large (128-128-128-3),95735,200.0
Large (128-128-128-3),95935,200.0
Large (128-128-128-3),96049,114.0
Large (128-128-128-3),96063,14.0
Large (128-128-128-3),96134,71.0
Large (128-128-128-3),96334,200.0
Large (128-128-128-3),96414,80.0
Large (128-128-128-3),96550,136.0
Large (128-128-128-3),96750,200.0
Large (128-128-128-3),96950,200.0
Large (128-128-128-3),97150,200.0
Large (128-128-128-3),97345,195.0
Large (128-128-128-3),97376,31.0
Large (128-128-128-3),97537,161.0
Large (128-128-128-3),97693,156.0
Large (128-128-128-3),97878,185.0
Large (128-128-128-3),98078,200.0
Large (128-128-128-3),98089,11.0
Large (128-128-128-3),98103,14.0
Large (128-128-128-3),98227,124.0
Large (128-128-128-3),98427,200.0
Large (128-128-128-3),98627,200.0
Large (128-128-128-3),98827,200.0
Large (128-128-128-3),98985,158.0
Large (128-128-128-3),99185,200.0
Large (128-128-128-3),99385,200.0
Large (128-128-128-3),99559,174.0
Large (128-128-128-3),99759,200.0
Large (128-128-128-3),99959,200.0
Large (128-128-128-3),100000,41.0
Large (128-128-128-3),11,11.0
Large (128-128-128-3),26,15.0
Large (128-128-128-3),43,17.0
Large (128-128-128-3),78,35.0
Large (128-128-128-3),103,25.0
Large (128-128-128-3),125,22.0
Large (128-128-128-3),139,14.0
Large (128-128-128-3),182,43.0
Large (128-128-128-3),196,14.0
Large (128-128-128-3),224,28.0
Large (128-128-128-3),245,21.0
Large (128-128-128-3),258,13.0
Large (128-128-128-3),274,16.0
Large (128-128-128-3),294,20.0
Large (128-128-128-3),303,9.0
Large (128-128-128-3),331,28.0
Large (128-128-128-3),348,17.0
Large (128-128-128-3),367,19.0
Large (128-128-128-3),384,17.0
Large (128-128-128-3),399,15.0
Large (128-128-128-3),412,13.0
Large (128-128-128-3),439,27.0
Large (128-128-128-3),465,26.0
Large (128-128-128-3),488,23.0
Large (128-128-128-3),511,23.0
Large (128-128-128-3),525,14.0
Large (128-128-128-3),537,12.0
Large (128-128-128-3),555,18.0
Large (128-128-128-3),574,19.0
Large (128-128-128-3),595,21.0
Large (128-128-128-3),614,19.0
Large (128-128-128-3),638,24.0
Large (128-128-128-3),658,20.0
Large (128-128-128-3),679,21.0
Large (128-128-128-3),687,8.0
Large (128-128-128-3),703,16.0
Large (128-128-128-3),723,20.0
Large (128-128-128-3),747,24.0
Large (128-128-128-3),766,19.0
Large (128-128-128-3),801,35.0
Large (128-128-128-3),822,21.0
Large (128-128-128-3),833,11.0
Large (128-128-128-3),843,10.0
Large (128-128-128-3),860,17.0
Large (128-128-128-3),882,22.0
Large (128-128-128-3),915,33.0
Large (128-128-128-3),949,34.0
Large (128-128-128-3),972,23.0
Large (128-128-128-3),998,26.0
Large (128-128-128-3),1023,25.0
Large (128-128-128-3),1035,12.0
Large (128-128-128-3),1052,17.0
Large (128-128-128-3),1063,11.0
Large (128-128-128-3),1082,19.0
Large (128-128-128-3),1098,16.0
Large (128-128-128-3),1124,26.0
Large (128-128-128-3),1135,11.0
Large (128-128-128-3),1162,27.0
Large (128-128-128-3),1180,18.0
Large (128-128-128-3),1191,11.0
Large (128-128-128-3),1202,11.0
Large (128-128-128-3),1223,21.0
Large (128-128-128-3),1246,23.0
Large (128-128-128-3),1260,14.0
Large (128-128-128-3),1294,34.0
Large (128-128-128-3),1304,10.0
Large (128-128-128-3),1336,32.0
Large (128-128-128-3),1351,15.0
Large (128-128-128-3),1400,49.0
Large (128-128-128-3),1409,9.0
Large (128-128-128-3),1420,11.0
Large (128-128-128-3),1435,15.0
Large (128-128-128-3),1474,39.0
Large (128-128-128-3),1486,12.0
Large (128-128-128-3),1498,12.0
Large (128-128-128-3),1512,14.0
Large (128-128-128-3),1526,14.0
Large (128-128-128-3),1541,15.0
Large (128-128-128-3),1555,14.0
Large (128-128-128-3),1568,13.0
Large (128-128-128-3),1577,9.0
Large (128-128-128-3),1594,17.0
Large (128-128-128-3),1605,11.0
Large (128-128-128-3),1625,20.0
Large (128-128-128-3),1657,32.0
Large (128-128-128-3),1668,11.0
Large (128-128-128-3),1683,15.0
Large (128-128-128-3),1708,25.0
Large (128-128-128-3),1740,32.0
Large (128-128-128-3),1768,28.0
Large (128-128-128-3),1784,16.0
Large (128-128-128-3),1795,11.0
Large (128-128-128-3),1806,11.0
Large (128-128-128-3),1833,27.0
Large (128-128-128-3),1850,17.0
Large (128-128-128-3),1870,20.0
Large (128-128-128-3),1885,15.0
Large (128-128-128-3),1902,17.0
Large (128-128-128-3),1916,14.0
Large (128-128-128-3),1939,23.0
Large (128-128-128-3),1964,25.0
Large (128-128-128-3),2001,37.0
Large (128-128-128-3),2011,10.0
Large (128-128-128-3),2022,11.0
Large (128-128-128-3),2060,38.0
Large (128-128-128-3),2088,28.0
Large (128-128-128-3),2128,40.0
Large (128-128-128-3),2142,14.0
Large (128-128-128-3),2173,31.0
Large (128-128-128-3),2209,36.0
Large (128-128-128-3),2235,26.0
Large (128-128-128-3),2249,14.0
Large (128-128-128-3),2271,22.0
Large (128-128-128-3),2288,17.0
Large (128-128-128-3),2307,19.0
Large (128-128-128-3),2325,18.0
Large (128-128-128-3),2339,14.0
Large (128-128-128-3),2353,14.0
Large (128-128-128-3),2369,16.0
Large (128-128-128-3),2390,21.0
Large (128-128-128-3),2423,33.0
Large (128-128-128-3),2440,17.0
Large (128-128-128-3),2457,17.0
Large (128-128-128-3),2491,34.0
Large (128-128-128-3),2516,25.0
Large (128-128-128-3),2608,92.0
Large (128-128-128-3),2639,31.0
Large (128-128-128-3),2659,20.0
Large (128-128-128-3),2679,20.0
Large (128-128-128-3),2694,15.0
Large (128-128-128-3),2718,24.0
Large (128-128-128-3),2750,32.0
Large (128-128-128-3),2778,28.0
Large (128-128-128-3),2790,12.0
Large (128-128-128-3),2800,10.0
Large (128-128-128-3),2830,30.0
Large (128-128-128-3),2850,20.0
Large (128-128-128-3),2883,33.0
Large (128-128-128-3),2912,29.0
Large (128-128-128-3),2936,24.0
Large (128-128-128-3),2973,37.0
Large (128-128-128-3),2995,22.0
Large (128-128-128-3),3051,56.0
Large (128-128-128-3),3067,16.0
Large (128-128-128-3),3099,32.0
Large (128-128-128-3),3113,14.0
Large (128-128-128-3),3131,18.0
Large (128-128-128-3),3146,15.0
Large (128-128-128-3),3161,15.0
Large (128-128-128-3),3173,12.0
Large (128-128-128-3),3202,29.0
Large (128-128-128-3),3241,39.0
Large (128-128-128-3),3257,16.0
Large (128-128-128-3),3306,49.0
Large (128-128-128-3),3361,55.0
Large (128-128-128-3),3376,15.0
Large (128-128-128-3),3394,18.0
Large (128-128-128-3),3446,52.0
Large (128-128-128-3),3460,14.0
Large (128-128-128-3),3497,37.0
Large (128-128-128-3),3559,62.0
Large (128-128-128-3),3574,15.0
Large (128-128-128-3),3593,19.0
Large (128-128-128-3),3612,19.0
Large (128-128-128-3),3629,17.0
Large (128-128-128-3),3642,13.0
Large (128-128-128-3),3657,15.0
Large (128-128-128-3),3673,16.0
Large (128-128-128-3),3735,62.0
Large (128-128-128-3),3795,60.0
Large (128-128-128-3),3811,16.0
Large (128-128-128-3),3845,34.0
Large (128-128-128-3),3857,12.0
Large (128-128-128-3),3890,33.0
Large (128-128-128-3),3907,17.0
Large (128-128-128-3),3923,16.0
Large (128-128-128-3),3964,41.0
Large (128-128-128-3),3992,28.0
Large (128-128-128-3),4006,14.0
Large (128-128-128-3),4052,46.0
Large (128-128-128-3),4079,27.0
Large (128-128-128-3),4100,21.0
Large (128-128-128-3),4122,22.0
Large (128-128-128-3),4145,23.0
Large (128-128-128-3),4216,71.0
Large (128-128-128-3),4245,29.0
Large (128-128-128-3),4256,11.0
Large (128-128-128-3),4285,29.0
Large (128-128-128-3),4331,46.0
Large (128-128-128-3),4343,12.0
Large (128-128-128-3),4366,23.0
Large (128-128-128-3),4415,49.0
Large (128-128-128-3),4471,56.0
Large (128-128-128-3),4495,24.0
Large (128-128-128-3),4562,67.0
Large (128-128-128-3),4617,55.0
Large (128-128-128-3),4627,10.0
Large (128-128-128-3),4665,38.0
Large (128-128-128-3),4698,33.0
Large (128-128-128-3),4727,29.0
Large (128-128-128-3),4743,16.0
Large (128-128-128-3),4762,19.0
Large (128-128-128-3),4801,39.0
Large (128-128-128-3),4840,39.0
Large (128-128-128-3),4875,35.0
Large (128-128-128-3),4886,11.0
Large (128-128-128-3),4924,38.0
Large (128-128-128-3),5036,112.0
Large (128-128-128-3),5142,106.0
Large (128-128-128-3),5153,11.0
Large (128-128-128-3),5175,22.0
Large (128-128-128-3),5216,41.0
Large (128-128-128-3),5230,14.0
Large (128-128-128-3),5261,31.0
Large (128-128-128-3),5277,16.0
Large (128-128-128-3),5318,41.0
Large (128-128-128-3),5348,30.0
Large (128-128-128-3),5380,32.0
Large (128-128-128-3),5401,21.0
Large (128-128-128-3),5429,28.0
Large (128-128-128-3),5466,37.0
Large (128-128-128-3),5479,13.0
Large (128-128-128-3),5489,10.0
Large (128-128-128-3),5526,37.0
Large (128-128-128-3),5571,45.0
Large (128-128-128-3),5607,36.0
Large (128-128-128-3),5626,19.0
Large (128-128-128-3),5671,45.0
Large (128-128-128-3),5703,32.0
Large (128-128-128-3),5749,46.0
Large (128-128-128-3),5820,71.0
Large (128-128-128-3),5892,72.0
Large (128-128-128-3),5918,26.0
Large (128-128-128-3),6005,87.0
Large (128-128-128-3),6023,18.0
Large (128-128-128-3),6069,46.0
Large (128-128-128-3),6093,24.0
Large (128-128-128-3),6109,16.0
Large (128-128-128-3),6162,53.0
Large (128-128-128-3),6243,81.0
Large (128-128-128-3),6271,28.0
Large (128-128-128-3),6323,52.0
Large (128-128-128-3),6338,15.0
Large (128-128-128-3),6358,20.0
Large (128-128-128-3),6380,22.0
Large (128-128-128-3),6455,75.0
Large (128-128-128-3),6506,51.0
Large (128-128-128-3),6529,23.0
Large (128-128-128-3),6559,30.0
Large (128-128-128-3),6593,34.0
Large (128-128-128-3),6623,30.0
Large (128-128-128-3),6668,45.0
Large (128-128-128-3),6694,26.0
Large (128-128-128-3),6708,14.0
Large (128-128-128-3),6730,22.0
Large (128-128-128-3),6779,49.0
Large (128-128-128-3),6825,46.0
Large (128-128-128-3),6894,69.0
Large (128-128-128-3),6919,25.0
Large (128-128-128-3),6932,13.0
Large (128-128-128-3),6958,26.0
Large (128-128-128-3),7005,47.0
Large (128-128-128-3),7063,58.0
Large (128-128-128-3),7088,25.0
Large (128-128-128-3),7103,15.0
Large (128-128-128-3),7144,41.0
Large (128-128-128-3),7172,28.0
Large (128-128-128-3),7191,19.0
Large (128-128-128-3),7228,37.0
Large (128-128-128-3),7264,36.0
Large (128-128-128-3),7284,20.0
Large (128-128-128-3),7339,55.0
Large (128-128-128-3),7360,21.0
Large (128-128-128-3),7394,34.0
Large (128-128-128-3),7416,22.0
Large (128-128-128-3),7451,35.0
Large (128-128-128-3),7476,25.0
Large (128-128-128-3),7499,23.0
Large (128-128-128-3),7524,25.0
Large (128-128-128-3),7580,56.0
Large (128-128-128-3),7600,20.0
Large (128-128-128-3),7625,25.0
Large (128-128-128-3),7651,26.0
Large (128-128-128-3),7722,71.0
Large (128-128-128-3),7776,54.0
Large (128-128-128-3),7810,34.0
Large (128-128-128-3),7909,99.0
Large (128-128-128-3),7921,12.0
Large (128-128-128-3),8009,88.0
Large (128-128-128-3),8048,39.0
Large (128-128-128-3),8079,31.0
Large (128-128-128-3),8100,21.0
Large (128-128-128-3),8128,28.0
Large (128-128-128-3),8176,48.0
Large (128-128-128-3),8204,28.0
Large (128-128-128-3),8233,29.0
Large (128-128-128-3),8284,51.0
Large (128-128-128-3),8302,18.0
