Network Size,Total Steps,Average Reward
Small (32-1),17577,12.0
Small (32-1),17587,10.0
Small (32-1),17599,12.0
Small (32-1),17610,11.0
Small (32-1),17621,11.0
Small (32-1),17634,13.0
Small (32-1),17653,19.0
Small (32-1),17665,12.0
Small (32-1),17675,10.0
Small (32-1),17690,15.0
Small (32-1),17700,10.0
Small (32-1),17713,13.0
Small (32-1),17722,9.0
Small (32-1),17732,10.0
Small (32-1),17743,11.0
Small (32-1),17751,8.0
Small (32-1),17761,10.0
Small (32-1),17776,15.0
Small (32-1),17787,11.0
Small (32-1),17796,9.0
Small (32-1),17808,12.0
Small (32-1),17818,10.0
Small (32-1),17828,10.0
Small (32-1),17838,10.0
Small (32-1),17849,11.0
Small (32-1),17858,9.0
Small (32-1),17867,9.0
Small (32-1),17880,13.0
Small (32-1),17893,13.0
Small (32-1),17905,12.0
Small (32-1),17915,10.0
Small (32-1),17926,11.0
Small (32-1),17944,18.0
Small (32-1),17957,13.0
Small (32-1),17968,11.0
Small (32-1),17979,11.0
Small (32-1),17989,10.0
Small (32-1),17999,10.0
Small (32-1),18014,15.0
Small (32-1),18024,10.0
Small (32-1),18035,11.0
Small (32-1),18044,9.0
Small (32-1),18053,9.0
Small (32-1),18077,24.0
Small (32-1),18087,10.0
Small (32-1),18098,11.0
Small (32-1),18108,10.0
Small (32-1),18119,11.0
Small (32-1),18128,9.0
Small (32-1),18138,10.0
Small (32-1),18150,12.0
Small (32-1),18162,12.0
Small (32-1),18173,11.0
Small (32-1),18183,10.0
Small (32-1),18195,12.0
Small (32-1),18209,14.0
Small (32-1),18219,10.0
Small (32-1),18235,16.0
Small (32-1),18246,11.0
Small (32-1),18263,17.0
Small (32-1),18273,10.0
Small (32-1),18287,14.0
Small (32-1),18300,13.0
Small (32-1),18313,13.0
Small (32-1),18327,14.0
Small (32-1),18338,11.0
Small (32-1),18354,16.0
Small (32-1),18365,11.0
Small (32-1),18378,13.0
Small (32-1),18387,9.0
Small (32-1),18396,9.0
Small (32-1),18409,13.0
Small (32-1),18419,10.0
Small (32-1),18429,10.0
Small (32-1),18441,12.0
Small (32-1),18452,11.0
Small (32-1),18470,18.0
Small (32-1),18480,10.0
Small (32-1),18493,13.0
Small (32-1),18506,13.0
Small (32-1),18520,14.0
Small (32-1),18532,12.0
Small (32-1),18546,14.0
Small (32-1),18559,13.0
Small (32-1),18571,12.0
Small (32-1),18587,16.0
Small (32-1),18605,18.0
Small (32-1),18622,17.0
Small (32-1),18643,21.0
Small (32-1),18692,49.0
Small (32-1),18738,46.0
Small (32-1),18799,61.0
Small (32-1),18822,23.0
Small (32-1),18842,20.0
Small (32-1),18851,9.0
Small (32-1),18862,11.0
Small (32-1),18873,11.0
Small (32-1),18884,11.0
Small (32-1),18894,10.0
Small (32-1),18905,11.0
Small (32-1),18917,12.0
Small (32-1),18927,10.0
Small (32-1),18939,12.0
Small (32-1),18950,11.0
Small (32-1),18963,13.0
Small (32-1),18975,12.0
Small (32-1),18985,10.0
Small (32-1),18999,14.0
Small (32-1),19016,17.0
Small (32-1),19032,16.0
Small (32-1),19043,11.0
Small (32-1),19055,12.0
Small (32-1),19064,9.0
Small (32-1),19080,16.0
Small (32-1),19088,8.0
Small (32-1),19098,10.0
Small (32-1),19110,12.0
Small (32-1),19120,10.0
Small (32-1),19129,9.0
Small (32-1),19138,9.0
Small (32-1),19147,9.0
Small (32-1),19160,13.0
Small (32-1),19169,9.0
Small (32-1),19179,10.0
Small (32-1),19191,12.0
Small (32-1),19201,10.0
Small (32-1),19214,13.0
Small (32-1),19225,11.0
Small (32-1),19237,12.0
Small (32-1),19247,10.0
Small (32-1),19257,10.0
Small (32-1),19266,9.0
Small (32-1),19275,9.0
Small (32-1),19288,13.0
Small (32-1),19303,15.0
Small (32-1),19320,17.0
Small (32-1),19330,10.0
Small (32-1),19347,17.0
Small (32-1),19363,16.0
Small (32-1),19373,10.0
Small (32-1),19382,9.0
Small (32-1),19391,9.0
Small (32-1),19399,8.0
Small (32-1),19408,9.0
Small (32-1),19420,12.0
Small (32-1),19432,12.0
Small (32-1),19440,8.0
Small (32-1),19448,8.0
Small (32-1),19464,16.0
Small (32-1),19474,10.0
Small (32-1),19487,13.0
Small (32-1),19498,11.0
Small (32-1),19515,17.0
Small (32-1),19526,11.0
Small (32-1),19536,10.0
Small (32-1),19545,9.0
Small (32-1),19553,8.0
Small (32-1),19566,13.0
Small (32-1),19576,10.0
Small (32-1),19588,12.0
Small (32-1),19601,13.0
Small (32-1),19614,13.0
Small (32-1),19629,15.0
Small (32-1),19638,9.0
Small (32-1),19646,8.0
Small (32-1),19656,10.0
Small (32-1),19667,11.0
Small (32-1),19677,10.0
Small (32-1),19688,11.0
Small (32-1),19700,12.0
Small (32-1),19715,15.0
Small (32-1),19725,10.0
Small (32-1),19735,10.0
Small (32-1),19747,12.0
Small (32-1),19759,12.0
Small (32-1),19772,13.0
Small (32-1),19782,10.0
Small (32-1),19792,10.0
Small (32-1),19805,13.0
Small (32-1),19813,8.0
Small (32-1),19825,12.0
Small (32-1),19834,9.0
Small (32-1),19845,11.0
Small (32-1),19860,15.0
Small (32-1),19869,9.0
Small (32-1),19880,11.0
Small (32-1),19912,32.0
Small (32-1),19920,8.0
Small (32-1),19929,9.0
Small (32-1),19939,10.0
Small (32-1),19947,8.0
Small (32-1),19960,13.0
Small (32-1),19972,12.0
Small (32-1),19982,10.0
Small (32-1),19999,17.0
Small (32-1),20012,13.0
Small (32-1),20023,11.0
Small (32-1),20038,15.0
Small (32-1),20050,12.0
Small (32-1),20061,11.0
Small (32-1),20072,11.0
Small (32-1),20086,14.0
Small (32-1),20097,11.0
Small (32-1),20108,11.0
Small (32-1),20118,10.0
Small (32-1),20127,9.0
Small (32-1),20140,13.0
Small (32-1),20151,11.0
Small (32-1),20164,13.0
Small (32-1),20174,10.0
Small (32-1),20186,12.0
Small (32-1),20195,9.0
Small (32-1),20204,9.0
Small (32-1),20218,14.0
Small (32-1),20227,9.0
Small (32-1),20239,12.0
Small (32-1),20253,14.0
Small (32-1),20267,14.0
Small (32-1),20281,14.0
Small (32-1),20293,12.0
Small (32-1),20304,11.0
Small (32-1),20315,11.0
Small (32-1),20327,12.0
Small (32-1),20341,14.0
Small (32-1),20356,15.0
Small (32-1),20370,14.0
Small (32-1),20381,11.0
Small (32-1),20397,16.0
Small (32-1),20412,15.0
Small (32-1),20431,19.0
Small (32-1),20444,13.0
Small (32-1),20459,15.0
Small (32-1),20479,20.0
Small (32-1),20492,13.0
Small (32-1),20509,17.0
Small (32-1),20525,16.0
Small (32-1),20539,14.0
Small (32-1),20553,14.0
Small (32-1),20565,12.0
Small (32-1),20577,12.0
Small (32-1),20588,11.0
Small (32-1),20601,13.0
Small (32-1),20614,13.0
Small (32-1),20629,15.0
Small (32-1),20646,17.0
Small (32-1),20676,30.0
Small (32-1),20696,20.0
Small (32-1),20728,32.0
Small (32-1),20791,63.0
Small (32-1),20837,46.0
Small (32-1),20855,18.0
Small (32-1),20868,13.0
Small (32-1),20881,13.0
Small (32-1),20893,12.0
Small (32-1),20902,9.0
Small (32-1),20910,8.0
Small (32-1),20919,9.0
Small (32-1),20930,11.0
Small (32-1),20945,15.0
Small (32-1),20961,16.0
Small (32-1),20972,11.0
Small (32-1),20982,10.0
Small (32-1),20992,10.0
Small (32-1),21004,12.0
Small (32-1),21015,11.0
Small (32-1),21026,11.0
Small (32-1),21036,10.0
Small (32-1),21046,10.0
Small (32-1),21057,11.0
Small (32-1),21070,13.0
Small (32-1),21079,9.0
Small (32-1),21088,9.0
Small (32-1),21100,12.0
Small (32-1),21110,10.0
Small (32-1),21119,9.0
Small (32-1),21129,10.0
Small (32-1),21138,9.0
Small (32-1),21152,14.0
Small (32-1),21162,10.0
Small (32-1),21173,11.0
Small (32-1),21182,9.0
Small (32-1),21191,9.0
Small (32-1),21205,14.0
Small (32-1),21216,11.0
Small (32-1),21226,10.0
Small (32-1),21241,15.0
Small (32-1),21254,13.0
Small (32-1),21264,10.0
Small (32-1),21274,10.0
Small (32-1),21287,13.0
Small (32-1),21298,11.0
Small (32-1),21312,14.0
Small (32-1),21322,10.0
Small (32-1),21336,14.0
Small (32-1),21347,11.0
Small (32-1),21358,11.0
Small (32-1),21368,10.0
Small (32-1),21378,10.0
Small (32-1),21387,9.0
Small (32-1),21396,9.0
Small (32-1),21405,9.0
Small (32-1),21414,9.0
Small (32-1),21425,11.0
Small (32-1),21435,10.0
Small (32-1),21445,10.0
Small (32-1),21454,9.0
Small (32-1),21466,12.0
Small (32-1),21480,14.0
Small (32-1),21490,10.0
Small (32-1),21508,18.0
Small (32-1),21522,14.0
Small (32-1),21541,19.0
Small (32-1),21558,17.0
Small (32-1),21573,15.0
Small (32-1),21589,16.0
Small (32-1),21608,19.0
Small (32-1),21633,25.0
Small (32-1),21714,81.0
Small (32-1),21779,65.0
Small (32-1),21828,49.0
Small (32-1),21855,27.0
Small (32-1),21880,25.0
Small (32-1),21903,23.0
Small (32-1),21923,20.0
Small (32-1),21949,26.0
Small (32-1),21963,14.0
Small (32-1),21977,14.0
Small (32-1),21993,16.0
Small (32-1),22005,12.0
Small (32-1),22022,17.0
Small (32-1),22035,13.0
Small (32-1),22062,27.0
Small (32-1),22081,19.0
Small (32-1),22104,23.0
Small (32-1),22120,16.0
Small (32-1),22137,17.0
Small (32-1),22153,16.0
Small (32-1),22169,16.0
Small (32-1),22186,17.0
Small (32-1),22199,13.0
Small (32-1),22212,13.0
Small (32-1),22224,12.0
Small (32-1),22239,15.0
Small (32-1),22250,11.0
Small (32-1),22260,10.0
Small (32-1),22270,10.0
Small (32-1),22281,11.0
Small (32-1),22297,16.0
Small (32-1),22308,11.0
Small (32-1),22317,9.0
Small (32-1),22328,11.0
Small (32-1),22337,9.0
Small (32-1),22347,10.0
Small (32-1),22360,13.0
Small (32-1),22371,11.0
Small (32-1),22380,9.0
Small (32-1),22392,12.0
Small (32-1),22402,10.0
Small (32-1),22414,12.0
Small (32-1),22424,10.0
Small (32-1),22433,9.0
Small (32-1),22445,12.0
Small (32-1),22472,27.0
Small (32-1),22482,10.0
Small (32-1),22493,11.0
Small (32-1),22504,11.0
Small (32-1),22513,9.0
Small (32-1),22523,10.0
Small (32-1),22535,12.0
Small (32-1),22546,11.0
Small (32-1),22559,13.0
Small (32-1),22569,10.0
Small (32-1),22578,9.0
Small (32-1),22596,18.0
Small (32-1),22609,13.0
Small (32-1),22619,10.0
Small (32-1),22630,11.0
Small (32-1),22646,16.0
Small (32-1),22660,14.0
Small (32-1),22672,12.0
Small (32-1),22688,16.0
Small (32-1),22704,16.0
Small (32-1),22716,12.0
Small (32-1),22727,11.0
Small (32-1),22740,13.0
Small (32-1),22750,10.0
Small (32-1),22763,13.0
Small (32-1),22778,15.0
Small (32-1),22796,18.0
Small (32-1),22831,35.0
Small (32-1),22856,25.0
Small (32-1),22882,26.0
Small (32-1),22938,56.0
Small (32-1),22968,30.0
Small (32-1),22995,27.0
Small (32-1),23012,17.0
Small (32-1),23027,15.0
Small (32-1),23039,12.0
Small (32-1),23057,18.0
Small (32-1),23070,13.0
Small (32-1),23082,12.0
Small (32-1),23092,10.0
Small (32-1),23103,11.0
Small (32-1),23113,10.0
Small (32-1),23122,9.0
Small (32-1),23132,10.0
Small (32-1),23154,22.0
Small (32-1),23165,11.0
Small (32-1),23175,10.0
Small (32-1),23186,11.0
Small (32-1),23196,10.0
Small (32-1),23218,22.0
Small (32-1),23229,11.0
Small (32-1),23243,14.0
Small (32-1),23253,10.0
Small (32-1),23263,10.0
Small (32-1),23274,11.0
Small (32-1),23285,11.0
Small (32-1),23295,10.0
Small (32-1),23310,15.0
Small (32-1),23318,8.0
Small (32-1),23328,10.0
Small (32-1),23338,10.0
Small (32-1),23348,10.0
Small (32-1),23361,13.0
Small (32-1),23371,10.0
Small (32-1),23388,17.0
Small (32-1),23399,11.0
Small (32-1),23408,9.0
Small (32-1),23418,10.0
Small (32-1),23429,11.0
Small (32-1),23438,9.0
Small (32-1),23447,9.0
Small (32-1),23456,9.0
Small (32-1),23465,9.0
Small (32-1),23480,15.0
Small (32-1),23493,13.0
Small (32-1),23502,9.0
Small (32-1),23513,11.0
Small (32-1),23522,9.0
Small (32-1),23533,11.0
Small (32-1),23543,10.0
Small (32-1),23558,15.0
Small (32-1),23568,10.0
Small (32-1),23579,11.0
Small (32-1),23590,11.0
Small (32-1),23601,11.0
Small (32-1),23612,11.0
Small (32-1),23623,11.0
Small (32-1),23636,13.0
Small (32-1),23651,15.0
Small (32-1),23662,11.0
Small (32-1),23671,9.0
Small (32-1),23680,9.0
Small (32-1),23690,10.0
Small (32-1),23703,13.0
Small (32-1),23712,9.0
Small (32-1),23720,8.0
Small (32-1),23735,15.0
Small (32-1),23744,9.0
Small (32-1),23758,14.0
Small (32-1),23766,8.0
Small (32-1),23777,11.0
Small (32-1),23788,11.0
Small (32-1),23799,11.0
Small (32-1),23813,14.0
Small (32-1),23824,11.0
Small (32-1),23833,9.0
Small (32-1),23842,9.0
Small (32-1),23855,13.0
Small (32-1),23866,11.0
Small (32-1),23876,10.0
Small (32-1),23894,18.0
Small (32-1),23905,11.0
Small (32-1),23917,12.0
Small (32-1),23929,12.0
Small (32-1),23944,15.0
Small (32-1),23960,16.0
Small (32-1),23974,14.0
Small (32-1),23984,10.0
Small (32-1),23993,9.0
Small (32-1),24007,14.0
Small (32-1),24019,12.0
Small (32-1),24031,12.0
Small (32-1),24047,16.0
Small (32-1),24067,20.0
Small (32-1),24115,48.0
Small (32-1),24184,69.0
Small (32-1),24253,69.0
Small (32-1),24282,29.0
Small (32-1),24309,27.0
Small (32-1),24334,25.0
Small (32-1),24354,20.0
Small (32-1),24367,13.0
Small (32-1),24381,14.0
Small (32-1),24392,11.0
Small (32-1),24409,17.0
Small (32-1),24424,15.0
Small (32-1),24442,18.0
Small (32-1),24454,12.0
Small (32-1),24471,17.0
Small (32-1),24487,16.0
Small (32-1),24500,13.0
Small (32-1),24511,11.0
Small (32-1),24525,14.0
Small (32-1),24537,12.0
Small (32-1),24548,11.0
Small (32-1),24563,15.0
Small (32-1),24574,11.0
Small (32-1),24587,13.0
Small (32-1),24597,10.0
Small (32-1),24605,8.0
Small (32-1),24613,8.0
Small (32-1),24622,9.0
Small (32-1),24631,9.0
Small (32-1),24642,11.0
Small (32-1),24655,13.0
Small (32-1),24666,11.0
Small (32-1),24677,11.0
Small (32-1),24690,13.0
Small (32-1),24701,11.0
Small (32-1),24711,10.0
Small (32-1),24724,13.0
Small (32-1),24733,9.0
Small (32-1),24743,10.0
Small (32-1),24757,14.0
Small (32-1),24767,10.0
Small (32-1),24777,10.0
Small (32-1),24787,10.0
Small (32-1),24797,10.0
Small (32-1),24807,10.0
Small (32-1),24815,8.0
Small (32-1),24825,10.0
Small (32-1),24833,8.0
Small (32-1),24844,11.0
Small (32-1),24854,10.0
Small (32-1),24865,11.0
Small (32-1),24876,11.0
Small (32-1),24885,9.0
Small (32-1),24896,11.0
Small (32-1),24907,11.0
Small (32-1),24918,11.0
Small (32-1),24928,10.0
Small (32-1),24937,9.0
Small (32-1),24948,11.0
Small (32-1),24956,8.0
Small (32-1),24966,10.0
Small (32-1),24976,10.0
Small (32-1),24989,13.0
Small (32-1),25001,12.0
Small (32-1),25011,10.0
Small (32-1),25021,10.0
Small (32-1),25031,10.0
Small (32-1),25043,12.0
Small (32-1),25052,9.0
Small (32-1),25060,8.0
Small (32-1),25070,10.0
Small (32-1),25083,13.0
Small (32-1),25094,11.0
Small (32-1),25104,10.0
Small (32-1),25115,11.0
Small (32-1),25125,10.0
Small (32-1),25137,12.0
Small (32-1),25146,9.0
Small (32-1),25158,12.0
Small (32-1),25175,17.0
Small (32-1),25188,13.0
Small (32-1),25199,11.0
Small (32-1),25208,9.0
Small (32-1),25217,9.0
Small (32-1),25229,12.0
Small (32-1),25238,9.0
Small (32-1),25251,13.0
Small (32-1),25261,10.0
Small (32-1),25273,12.0
Small (32-1),25284,11.0
Small (32-1),25295,11.0
Small (32-1),25306,11.0
Small (32-1),25315,9.0
Small (32-1),25329,14.0
Small (32-1),25342,13.0
Small (32-1),25353,11.0
Small (32-1),25371,18.0
Small (32-1),25384,13.0
Small (32-1),25396,12.0
Small (32-1),25409,13.0
Small (32-1),25421,12.0
Small (32-1),25431,10.0
Small (32-1),25457,26.0
Small (32-1),25468,11.0
Small (32-1),25483,15.0
Small (32-1),25500,17.0
Small (32-1),25514,14.0
Small (32-1),25532,18.0
Small (32-1),25558,26.0
Small (32-1),25578,20.0
Small (32-1),25600,22.0
Small (32-1),25618,18.0
Small (32-1),25641,23.0
Small (32-1),25673,32.0
Small (32-1),25699,26.0
Small (32-1),25759,60.0
Small (32-1),25812,53.0
Small (32-1),25839,27.0
Small (32-1),25858,19.0
Small (32-1),25872,14.0
Small (32-1),25882,10.0
Small (32-1),25893,11.0
Small (32-1),25910,17.0
Small (32-1),25919,9.0
Small (32-1),25928,9.0
Small (32-1),25939,11.0
Small (32-1),25951,12.0
Small (32-1),25961,10.0
Small (32-1),25971,10.0
Small (32-1),25983,12.0
Small (32-1),25994,11.0
Small (32-1),26004,10.0
Small (32-1),26015,11.0
Small (32-1),26027,12.0
Small (32-1),26036,9.0
Small (32-1),26045,9.0
Small (32-1),26056,11.0
Small (32-1),26069,13.0
Small (32-1),26080,11.0
Small (32-1),26088,8.0
Small (32-1),26098,10.0
Small (32-1),26108,10.0
Small (32-1),26118,10.0
Small (32-1),26132,14.0
Small (32-1),26143,11.0
Small (32-1),26153,10.0
Small (32-1),26165,12.0
Small (32-1),26176,11.0
Small (32-1),26187,11.0
Small (32-1),26197,10.0
Small (32-1),26211,14.0
Small (32-1),26222,11.0
Small (32-1),26237,15.0
Small (32-1),26247,10.0
Small (32-1),26258,11.0
Small (32-1),26273,15.0
Small (32-1),26284,11.0
Small (32-1),26296,12.0
Small (32-1),26312,16.0
Small (32-1),26323,11.0
Small (32-1),26335,12.0
Small (32-1),26346,11.0
Small (32-1),26356,10.0
Small (32-1),26367,11.0
Small (32-1),26376,9.0
Small (32-1),26388,12.0
Small (32-1),26403,15.0
Small (32-1),26415,12.0
Small (32-1),26433,18.0
Small (32-1),26446,13.0
Small (32-1),26461,15.0
Small (32-1),26473,12.0
Small (32-1),26485,12.0
Small (32-1),26494,9.0
Small (32-1),26503,9.0
Small (32-1),26523,20.0
Small (32-1),26535,12.0
Small (32-1),26544,9.0
Small (32-1),26553,9.0
Small (32-1),26567,14.0
Small (32-1),26577,10.0
Small (32-1),26590,13.0
Small (32-1),26599,9.0
Small (32-1),26609,10.0
Small (32-1),26619,10.0
Small (32-1),26628,9.0
Small (32-1),26637,9.0
Small (32-1),26647,10.0
Small (32-1),26658,11.0
Small (32-1),26670,12.0
Small (32-1),26683,13.0
Small (32-1),26695,12.0
Small (32-1),26707,12.0
Small (32-1),26717,10.0
Small (32-1),26728,11.0
Small (32-1),26737,9.0
Small (32-1),26747,10.0
Small (32-1),26756,9.0
Small (32-1),26771,15.0
Small (32-1),26782,11.0
Small (32-1),26798,16.0
Small (32-1),26808,10.0
Small (32-1),26816,8.0
Small (32-1),26825,9.0
Small (32-1),26837,12.0
Small (32-1),26846,9.0
Small (32-1),26856,10.0
Small (32-1),26865,9.0
Small (32-1),26876,11.0
Small (32-1),26890,14.0
Small (32-1),26906,16.0
Small (32-1),26930,24.0
Small (32-1),26952,22.0
Small (32-1),27060,108.0
Small (32-1),27112,52.0
Small (32-1),27158,46.0
Small (32-1),27193,35.0
Small (32-1),27231,38.0
Small (32-1),27279,48.0
Small (32-1),27308,29.0
Small (32-1),27335,27.0
Small (32-1),27363,28.0
Small (32-1),27388,25.0
Small (32-1),27420,32.0
Small (32-1),27452,32.0
Small (32-1),27483,31.0
Small (32-1),27501,18.0
Small (32-1),27528,27.0
Small (32-1),27552,24.0
Small (32-1),27569,17.0
Small (32-1),27590,21.0
Small (32-1),27608,18.0
Small (32-1),27627,19.0
Small (32-1),27638,11.0
Small (32-1),27653,15.0
Small (32-1),27666,13.0
Small (32-1),27675,9.0
Small (32-1),27687,12.0
Small (32-1),27696,9.0
Small (32-1),27705,9.0
Small (32-1),27715,10.0
Small (32-1),27726,11.0
Small (32-1),27735,9.0
Small (32-1),27748,13.0
Small (32-1),27759,11.0
Small (32-1),27773,14.0
Small (32-1),27786,13.0
Small (32-1),27799,13.0
Small (32-1),27810,11.0
Small (32-1),27819,9.0
Small (32-1),27827,8.0
Small (32-1),27837,10.0
Small (32-1),27846,9.0
Small (32-1),27858,12.0
Small (32-1),27869,11.0
Small (32-1),27877,8.0
Small (32-1),27889,12.0
Small (32-1),27901,12.0
Small (32-1),27911,10.0
Small (32-1),27920,9.0
Small (32-1),27930,10.0
Small (32-1),27943,13.0
Small (32-1),27953,10.0
Small (32-1),27963,10.0
Small (32-1),27974,11.0
Small (32-1),27985,11.0
Small (32-1),27994,9.0
Small (32-1),28004,10.0
Small (32-1),28015,11.0
Small (32-1),28025,10.0
Small (32-1),28038,13.0
Small (32-1),28048,10.0
Small (32-1),28060,12.0
Small (32-1),28073,13.0
Small (32-1),28084,11.0
Small (32-1),28099,15.0
Small (32-1),28113,14.0
Small (32-1),28125,12.0
Small (32-1),28136,11.0
Small (32-1),28148,12.0
Small (32-1),28165,17.0
Small (32-1),28179,14.0
Small (32-1),28192,13.0
Small (32-1),28209,17.0
Small (32-1),28224,15.0
Small (32-1),28242,18.0
Small (32-1),28257,15.0
Small (32-1),28282,25.0
Small (32-1),28306,24.0
Small (32-1),28323,17.0
Small (32-1),28342,19.0
Small (32-1),28377,35.0
Small (32-1),28457,80.0
Small (32-1),28566,109.0
Small (32-1),28585,19.0
Small (32-1),28599,14.0
Small (32-1),28613,14.0
Small (32-1),28626,13.0
Small (32-1),28636,10.0
Small (32-1),28646,10.0
Small (32-1),28658,12.0
Small (32-1),28670,12.0
Small (32-1),28686,16.0
Small (32-1),28695,9.0
Small (32-1),28705,10.0
Small (32-1),28716,11.0
Small (32-1),28725,9.0
Small (32-1),28737,12.0
Small (32-1),28747,10.0
Small (32-1),28755,8.0
Small (32-1),28765,10.0
Small (32-1),28775,10.0
Small (32-1),28784,9.0
Small (32-1),28795,11.0
Small (32-1),28806,11.0
Small (32-1),28817,11.0
Small (32-1),28826,9.0
Small (32-1),28838,12.0
Small (32-1),28848,10.0
Small (32-1),28856,8.0
Small (32-1),28866,10.0
Small (32-1),28875,9.0
Small (32-1),28885,10.0
Small (32-1),28898,13.0
Small (32-1),28907,9.0
Small (32-1),28917,10.0
Small (32-1),28930,13.0
Small (32-1),28941,11.0
Small (32-1),28949,8.0
Small (32-1),28959,10.0
Small (32-1),28969,10.0
Small (32-1),28981,12.0
Small (32-1),28990,9.0
Small (32-1),29003,13.0
Small (32-1),29013,10.0
Small (32-1),29024,11.0
Small (32-1),29033,9.0
Small (32-1),29041,8.0
Small (32-1),29054,13.0
Small (32-1),29062,8.0
Small (32-1),29072,10.0
Small (32-1),29082,10.0
Small (32-1),29099,17.0
Small (32-1),29108,9.0
Small (32-1),29117,9.0
Small (32-1),29127,10.0
Small (32-1),29138,11.0
Small (32-1),29146,8.0
Small (32-1),29155,9.0
Small (32-1),29166,11.0
Small (32-1),29175,9.0
Small (32-1),29187,12.0
Small (32-1),29200,13.0
Small (32-1),29211,11.0
Small (32-1),29229,18.0
Small (32-1),29237,8.0
Small (32-1),29251,14.0
Small (32-1),29262,11.0
Small (32-1),29274,12.0
Small (32-1),29291,17.0
Small (32-1),29302,11.0
Small (32-1),29313,11.0
Small (32-1),29327,14.0
Small (32-1),29343,16.0
Small (32-1),29357,14.0
Small (32-1),29370,13.0
Small (32-1),29385,15.0
Small (32-1),29404,19.0
Small (32-1),29425,21.0
Small (32-1),29445,20.0
Small (32-1),29562,117.0
Small (32-1),29637,75.0
Small (32-1),29686,49.0
Small (32-1),29713,27.0
Small (32-1),29736,23.0
Small (32-1),29761,25.0
Small (32-1),29779,18.0
Small (32-1),29801,22.0
Small (32-1),29817,16.0
Small (32-1),29833,16.0
Small (32-1),29848,15.0
Small (32-1),29862,14.0
Small (32-1),29875,13.0
Small (32-1),29894,19.0
Small (32-1),29906,12.0
Small (32-1),29920,14.0
Small (32-1),29933,13.0
Small (32-1),29946,13.0
Small (32-1),29959,13.0
Small (32-1),29974,15.0
Small (32-1),29991,17.0
Small (32-1),30003,12.0
Small (32-1),30016,13.0
Small (32-1),30027,11.0
Small (32-1),30038,11.0
Small (32-1),30053,15.0
Small (32-1),30072,19.0
Small (32-1),30084,12.0
Small (32-1),30099,15.0
Small (32-1),30117,18.0
Small (32-1),30133,16.0
Small (32-1),30147,14.0
Small (32-1),30159,12.0
Small (32-1),30172,13.0
Small (32-1),30185,13.0
Small (32-1),30195,10.0
Small (32-1),30208,13.0
Small (32-1),30217,9.0
Small (32-1),30228,11.0
Small (32-1),30242,14.0
Small (32-1),30253,11.0
Small (32-1),30262,9.0
Small (32-1),30274,12.0
Small (32-1),30284,10.0
Small (32-1),30294,10.0
Small (32-1),30303,9.0
Small (32-1),30312,9.0
Small (32-1),30323,11.0
Small (32-1),30332,9.0
Small (32-1),30342,10.0
Small (32-1),30353,11.0
